3 1 2 |Cps|
1.1876504e-001 1.0851926e-001 0.0000000e+000 3.4362221e-001
1.1904635e-001 1.0850446e-001 0.0000000e+000 3.3290619e-001
1.1931523e-001 1.0848939e-001 0.0000000e+000 3.2000226e-001
1.1957221e-001 1.0847413e-001 0.0000000e+000 3.0341196e-001
1.1981806e-001 1.0846321e-001 0.0000000e+000 2.8347370e-001
1.2005331e-001 1.0846081e-001 0.0000000e+000 2.6694322e-001
1.2027815e-001 1.0846585e-001 0.0000000e+000 2.6150650e-001
1.2049285e-001 1.0847734e-001 0.0000000e+000 2.6653081e-001
1.2069766e-001 1.0849443e-001 0.0000000e+000 2.7264908e-001
1.2089100e-001 1.0852862e-001 0.0000000e+000 2.7790004e-001
1.2106966e-001 1.0858615e-001 0.0000000e+000 2.8750163e-001
1.2123218e-001 1.0866228e-001 0.0000000e+000 2.9695845e-001
1.2137879e-001 1.0875142e-001 0.0000000e+000 3.0069047e-001
1.2150948e-001 1.0885055e-001 0.0000000e+000 3.0087462e-001
1.2162460e-001 1.0895703e-001 0.0000000e+000 3.0083370e-001
1.2172459e-001 1.0906873e-001 0.0000000e+000 3.0107138e-001
1.2180995e-001 1.0918386e-001 0.0000000e+000 3.0103675e-001
1.2188160e-001 1.0930064e-001 0.0000000e+000 3.0124611e-001
1.2194077e-001 1.0941751e-001 0.0000000e+000 3.0224562e-001
1.2198843e-001 1.0953330e-001 0.0000000e+000 3.0373308e-001
1.2202539e-001 1.0964715e-001 0.0000000e+000 3.0543303e-001
1.2205262e-001 1.0975831e-001 0.0000000e+000 3.0668437e-001
1.2207115e-001 1.0986613e-001 0.0000000e+000 3.0734390e-001
1.2208210e-001 1.0997014e-001 0.0000000e+000 3.0773583e-001
1.2208655e-001 1.1007003e-001 0.0000000e+000 3.0411083e-001

3 1 153 |Cps|
8.1251998e-004 7.9198718e-002 9.9999998e-003 -7.7477044e-001
8.0890174e-004 7.9098798e-002 9.9999998e-003 -7.2848445e-001
8.1052474e-004 7.8994215e-002 9.9999998e-003 -6.3823885e-001
8.1829977e-004 7.8885086e-002 9.9999998e-003 -5.0815290e-001
8.3318981e-004 7.8771614e-002 9.9999998e-003 -3.5119829e-001
8.5617078e-004 7.8654118e-002 9.9999998e-003 -1.8345204e-001
8.8821194e-004 7.8533061e-002 9.9999998e-003 -1.5683785e-002
9.3019765e-004 7.8408979e-002 9.9999998e-003 1.4690119e-001
9.8300353e-004 7.8282535e-002 9.9999998e-003 3.0268791e-001
1.0478325e-003 7.8154705e-002 9.9999998e-003 4.4853777e-001
1.1258897e-003 7.8026697e-002 9.9999998e-003 5.7895112e-001
1.2181718e-003 7.7899888e-002 9.9999998e-003 6.8868321e-001
1.3254872e-003 7.7775806e-002 9.9999998e-003 7.7320087e-001
1.4488128e-003 7.7656485e-002 9.9999998e-003 8.2871073e-001
1.5888838e-003 7.7544235e-002 9.9999998e-003 8.5224247e-001
1.7459996e-003 7.7441424e-002 9.9999998e-003 8.4260786e-001
1.9204157e-003 7.7351138e-002 9.9999998e-003 8.0051666e-001
2.1119192e-003 7.7276766e-002 9.9999998e-003 7.2959858e-001
2.3195408e-003 7.7221327e-002 9.9999998e-003 6.3713676e-001
2.5419036e-003 7.7188447e-002 9.9999998e-003 5.3414470e-001
2.7769299e-003 7.7182114e-002 9.9999998e-003 4.3034354e-001
3.0212102e-003 7.7210054e-002 9.9999998e-003 3.4248418e-001
3.2693695e-003 7.7277668e-002 9.9999998e-003 3.1025115e-001
3.5237961e-003 7.7365905e-002 9.9999998e-003 3.2973766e-001
3.7879648e-003 7.7463716e-002 9.9999998e-003 3.4763440e-001
4.0619969e-003 7.7572048e-002 9.9999998e-003 3.4513485e-001
4.3459740e-003 7.7691920e-002 9.9999998e-003 3.3506575e-001
4.6399296e-003 7.7824414e-002 9.9999998e-003 3.2913953e-001
4.9438355e-003 7.7970713e-002 9.9999998e-003 3.3182642e-001
5.2596270e-003 7.8128085e-002 9.9999998e-003 3.4157124e-001
5.5900863e-003 7.8292459e-002 9.9999998e-003 3.5108468e-001
5.9359060e-003 7.8464121e-002 9.9999998e-003 3.5526848e-001
6.2978077e-003 7.8643374e-002 9.9999998e-003 3.5514569e-001
6.6765449e-003 7.8830548e-002 9.9999998e-003 3.5335603e-001
7.0729097e-003 7.9025976e-002 9.9999998e-003 3.5126886e-001
7.4877301e-003 7.9229996e-002 9.9999998e-003 3.4895816e-001
7.9218717e-003 7.9442978e-002 9.9999998e-003 3.4599268e-001
8.3759259e-003 7.9665937e-002 9.9999998e-003 3.4236297e-001
8.8505847e-003 7.9899788e-002 9.9999998e-003 3.3878678e-001
9.3467655e-003 8.0145098e-002 9.9999998e-003 3.3578667e-001
9.8654283e-003 8.0402464e-002 9.9999998e-003 3.3337682e-001
1.0407572e-002 8.0672503e-002 9.9999998e-003 3.3138725e-001
1.0974227e-002 8.0955893e-002 9.9999998e-003 3.2966524e-001
1.1566238e-002 8.1253827e-002 9.9999998e-003 3.2837299e-001
1.2184582e-002 8.1567325e-002 9.9999998e-003 3.2792753e-001
1.2830378e-002 8.1897281e-002 9.9999998e-003 3.2853824e-001
1.3504787e-002 8.2244642e-002 9.9999998e-003 3.3042866e-001
1.4209452e-002 8.2609564e-002 9.9999998e-003 3.3401275e-001
1.4947546e-002 8.2989410e-002 9.9999998e-003 3.3846253e-001
1.5720900e-002 8.3384283e-002 9.9999998e-003 3.4215522e-001
1.6531250e-002 8.3794639e-002 9.9999998e-003 3.4443912e-001
1.7379716e-002 8.4222317e-002 9.9999998e-003 3.4560549e-001
1.8266622e-002 8.4670968e-002 9.9999998e-003 3.4701896e-001
1.9193631e-002 8.5141756e-002 9.9999998e-003 3.5045037e-001
2.0163339e-002 8.5634217e-002 9.9999998e-003 3.5681418e-001
2.1181384e-002 8.6142056e-002 9.9999998e-003 3.6447185e-001
2.2250716e-002 8.6664379e-002 9.9999998e-003 3.7039021e-001
2.3372578e-002 8.7204009e-002 9.9999998e-003 3.7356660e-001
2.4546588e-002 8.7767489e-002 9.9999998e-003 3.7624875e-001
2.5775583e-002 8.8355027e-002 9.9999998e-003 3.8207740e-001
2.7067814e-002 8.8955529e-002 9.9999998e-003 3.9056143e-001
2.8428134e-002 8.9564919e-002 9.9999998e-003 3.9686385e-001
2.9855311e-002 9.0192921e-002 9.9999998e-003 3.9959481e-001
3.1350300e-002 9.0845115e-002 9.9999998e-003 4.0353462e-001
3.2923486e-002 9.1505453e-002 9.9999998e-003 4.1034231e-001
3.4581412e-002 9.2166230e-002 9.9999998e-003 4.1484246e-001
3.6320265e-002 9.2845902e-002 9.9999998e-003 4.1656131e-001
3.8146060e-002 9.3539000e-002 9.9999998e-003 4.2027918e-001
4.0071923e-002 9.4220452e-002 9.9999998e-003 4.2346027e-001
4.2093344e-002 9.4913729e-002 9.9999998e-003 4.2385536e-001
4.4215918e-002 9.5614858e-002 9.9999998e-003 4.2564505e-001
4.6452977e-002 9.6295670e-002 9.9999998e-003 4.2621168e-001
4.8798036e-002 9.6991412e-002 9.9999998e-003 4.2427406e-001
5.1261101e-002 9.7684473e-002 9.9999998e-003 4.2554429e-001
5.3862069e-002 9.8314956e-002 9.9999998e-003 4.2508942e-001
5.6603141e-002 9.8885842e-002 9.9999998e-003 4.0972528e-001
5.9466459e-002 9.9501766e-002 9.9999998e-003 3.8823342e-001
6.2324334e-002 1.0014256e-001 9.9999998e-003 3.8106844e-001
6.5062404e-002 1.0072765e-001 9.9999998e-003 3.8362309e-001
6.7679986e-002 1.0128667e-001 9.9999998e-003 3.8654292e-001
7.0185870e-002 1.0180410e-001 9.9999998e-003 3.8574016e-001
7.2582066e-002 1.0229567e-001 9.9999998e-003 3.8281247e-001
7.4873783e-002 1.0276052e-001 9.9999998e-003 3.8440225e-001
7.7066496e-002 1.0319542e-001 9.9999998e-003 3.8708282e-001
7.9162844e-002 1.0361029e-001 9.9999998e-003 3.8935730e-001
8.1167795e-002 1.0400226e-001 9.9999998e-003 3.9188990e-001
8.3085671e-002 1.0437077e-001 9.9999998e-003 3.9338839e-001
8.4919706e-002 1.0471990e-001 9.9999998e-003 3.9482391e-001
8.6673677e-002 1.0505003e-001 9.9999998e-003 3.9762568e-001
8.8351347e-002 1.0536064e-001 9.9999998e-003 4.0143013e-001
8.9956105e-002 1.0565235e-001 9.9999998e-003 4.0527076e-001
9.1491178e-002 1.0592581e-001 9.9999998e-003 4.0875411e-001
9.2959560e-002 1.0618214e-001 9.9999998e-003 4.1180614e-001
9.4364129e-002 1.0642232e-001 9.9999998e-003 4.1474643e-001
9.5707767e-002 1.0664651e-001 9.9999998e-003 4.1781110e-001
9.6993454e-002 1.0685343e-001 9.9999998e-003 4.2072305e-001
9.8223619e-002 1.0704438e-001 9.9999998e-003 4.2320216e-001
9.9400498e-002 1.0722116e-001 9.9999998e-003 4.2534125e-001
1.0052632e-001 1.0738506e-001 9.9999998e-003 4.2748824e-001
1.0160329e-001 1.0753661e-001 9.9999998e-003 4.2992485e-001
1.0263391e-001 1.0767379e-001 9.9999998e-003 4.3214265e-001
1.0362012e-001 1.0779737e-001 9.9999998e-003 4.3351835e-001
1.0456374e-001 1.0790864e-001 9.9999998e-003 4.3413851e-001
1.0546646e-001 1.0800939e-001 9.9999998e-003 4.3440768e-001
1.0632997e-001 1.0810077e-001 9.9999998e-003 4.3468627e-001
1.0715592e-001 1.0818363e-001 9.9999998e-003 4.3506247e-001
1.0794596e-001 1.0825816e-001 9.9999998e-003 4.3551421e-001
1.0870181e-001 1.0832278e-001 9.9999998e-003 4.3563700e-001
1.0942489e-001 1.0837826e-001 9.9999998e-003 4.3490034e-001
1.1011655e-001 1.0842553e-001 9.9999998e-003 4.3340817e-001
1.1077810e-001 1.0846545e-001 9.9999998e-003 4.3150201e-001
1.1141077e-001 1.0849924e-001 9.9999998e-003 4.2939910e-001
1.1201576e-001 1.0852782e-001 9.9999998e-003 4.2729777e-001
1.1259427e-001 1.0855173e-001 9.9999998e-003 4.2517284e-001
1.1314743e-001 1.0857147e-001 9.9999998e-003 4.2285901e-001
1.1367632e-001 1.0858750e-001 9.9999998e-003 4.2046174e-001
1.1418202e-001 1.0859992e-001 9.9999998e-003 4.1817468e-001
1.1466552e-001 1.0860786e-001 9.9999998e-003 4.1545162e-001
1.1512778e-001 1.0861167e-001 9.9999998e-003 4.1159680e-001
1.1556970e-001 1.0861186e-001 9.9999998e-003 4.0729183e-001
1.1599215e-001 1.0860889e-001 9.9999998e-003 4.0256658e-001
1.1639597e-001 1.0860317e-001 9.9999998e-003 3.9628777e-001
1.1678197e-001 1.0859507e-001 9.9999998e-003 3.9051893e-001
1.1715091e-001 1.0858493e-001 9.9999998e-003 3.8546944e-001
1.1750355e-001 1.0857338e-001 9.9999998e-003 3.7966439e-001
1.1784062e-001 1.0856088e-001 9.9999998e-003 3.7206811e-001
1.1816279e-001 1.0854759e-001 9.9999998e-003 3.6273569e-001
1.1847072e-001 1.0853367e-001 9.9999998e-003 3.5330409e-001
1.1876504e-001 1.0851926e-001 9.9999998e-003 3.4362221e-001
1.1904635e-001 1.0850446e-001 9.9999998e-003 3.3290619e-001
1.1931523e-001 1.0848939e-001 9.9999998e-003 3.2000226e-001
1.1957221e-001 1.0847413e-001 9.9999998e-003 3.0341196e-001
1.1981806e-001 1.0846321e-001 9.9999998e-003 2.8347370e-001
1.2005331e-001 1.0846081e-001 9.9999998e-003 2.6694322e-001
1.2027815e-001 1.0846585e-001 9.9999998e-003 2.6150650e-001
1.2049285e-001 1.0847734e-001 9.9999998e-003 2.6653081e-001
1.2069766e-001 1.0849443e-001 9.9999998e-003 2.7264908e-001
1.2089100e-001 1.0852862e-001 9.9999998e-003 2.7790004e-001
1.2106966e-001 1.0858615e-001 9.9999998e-003 2.8750163e-001
1.2123218e-001 1.0866228e-001 9.9999998e-003 2.9695845e-001
1.2137879e-001 1.0875142e-001 9.9999998e-003 3.0069047e-001
1.2150948e-001 1.0885055e-001 9.9999998e-003 3.0087462e-001
1.2162460e-001 1.0895703e-001 9.9999998e-003 3.0083370e-001
1.2172459e-001 1.0906873e-001 9.9999998e-003 3.0107138e-001
1.2180995e-001 1.0918386e-001 9.9999998e-003 3.0103675e-001
1.2188160e-001 1.0930064e-001 9.9999998e-003 3.0124611e-001
1.2194077e-001 1.0941751e-001 9.9999998e-003 3.0224562e-001
1.2198843e-001 1.0953330e-001 9.9999998e-003 3.0373308e-001
1.2202539e-001 1.0964715e-001 9.9999998e-003 3.0543303e-001
1.2205262e-001 1.0975831e-001 9.9999998e-003 3.0668437e-001
1.2207115e-001 1.0986613e-001 9.9999998e-003 3.0734390e-001
1.2208210e-001 1.0997014e-001 9.9999998e-003 3.0773583e-001
1.2208655e-001 1.1007003e-001 9.9999998e-003 3.0411083e-001

3 1 2 |Cps|
1.2208655e-001 1.1007003e-001 0.0000000e+000 3.0411083e-001
1.2208655e-001 1.1007003e-001 9.9999998e-003 3.0411083e-001

3 1 2 |Cps|
8.1251998e-004 2.9987199e-003 0.0000000e+000 -8.9817774e-001
8.1251998e-004 2.9987199e-003 9.9999998e-003 -8.9817774e-001

3 1 153 |Cps|
8.1251998e-004 2.9987199e-003 0.0000000e+000 -8.9817774e-001
8.2187849e-004 3.0982709e-003 0.0000000e+000 -1.0785162e+000
8.3702395e-004 3.2017855e-003 0.0000000e+000 -1.2050370e+000
8.5884274e-004 3.3090464e-003 0.0000000e+000 -1.3070611e+000
8.8826008e-004 3.4197266e-003 0.0000000e+000 -1.3810705e+000
9.2619954e-004 3.5333843e-003 0.0000000e+000 -1.4248884e+000
9.7356382e-004 3.6494606e-003 0.0000000e+000 -1.4346553e+000
1.0311587e-003 3.7673102e-003 0.0000000e+000 -1.4058442e+000
1.0998828e-003 3.8861011e-003 0.0000000e+000 -1.3451967e+000
1.1811045e-003 4.0045064e-003 0.0000000e+000 -1.2706426e+000
1.2759217e-003 4.1210321e-003 0.0000000e+000 -1.2045128e+000
1.3851596e-003 4.2340476e-003 0.0000000e+000 -1.1633943e+000
1.5081062e-003 4.3433062e-003 0.0000000e+000 -1.1489998e+000
1.6440487e-003 4.4488260e-003 0.0000000e+000 -1.1488724e+000
1.7913401e-003 4.5524482e-003 0.0000000e+000 -1.1477139e+000
1.9454819e-003 4.6608243e-003 0.0000000e+000 -1.1402199e+000
2.1066128e-003 4.7744256e-003 0.0000000e+000 -1.1293212e+000
2.2750418e-003 4.8935134e-003 0.0000000e+000 -1.1179773e+000
2.4510911e-003 5.0183642e-003 0.0000000e+000 -1.1063168e+000
2.6350969e-003 5.1492667e-003 0.0000000e+000 -1.0934837e+000
2.8274083e-003 5.2865273e-003 0.0000000e+000 -1.0785398e+000
3.0283888e-003 5.4304684e-003 0.0000000e+000 -1.0605471e+000
3.2384803e-003 5.5813426e-003 0.0000000e+000 -1.0385940e+000
3.4582745e-003 5.7392330e-003 0.0000000e+000 -1.0120779e+000
3.6882316e-003 5.9044491e-003 0.0000000e+000 -9.8077667e-001
3.9288206e-003 6.0773324e-003 0.0000000e+000 -9.4473606e-001
4.1805324e-003 6.2582390e-003 0.0000000e+000 -9.0429127e-001
4.4438811e-003 6.4475425e-003 0.0000000e+000 -8.5999483e-001
4.7194031e-003 6.6456338e-003 0.0000000e+000 -8.1277233e-001
5.0076605e-003 6.8529220e-003 0.0000000e+000 -7.6410478e-001
5.3092414e-003 7.0698354e-003 0.0000000e+000 -7.1519488e-001
5.6247599e-003 7.2968225e-003 0.0000000e+000 -6.6622198e-001
5.9548188e-003 7.5344094e-003 0.0000000e+000 -6.1799365e-001
6.2998571e-003 7.7834101e-003 0.0000000e+000 -5.7227743e-001
6.6605052e-003 8.0444403e-003 0.0000000e+000 -5.2996117e-001
7.0374492e-003 8.3181057e-003 0.0000000e+000 -4.9119589e-001
7.4314061e-003 8.6050406e-003 0.0000000e+000 -4.5622402e-001
7.8431200e-003 8.9059155e-003 0.0000000e+000 -4.2527854e-001
8.2733678e-003 9.2214383e-003 0.0000000e+000 -3.9841294e-001
8.7231891e-003 9.5520355e-003 0.0000000e+000 -3.7572798e-001
9.1946749e-003 9.8967897e-003 0.0000000e+000 -3.5707414e-001
9.6890787e-003 1.0256005e-002 0.0000000e+000 -3.4196341e-001
1.0207560e-002 1.0630206e-002 0.0000000e+000 -3.2989374e-001
1.0751341e-002 1.1019927e-002 0.0000000e+000 -3.2035983e-001
1.1321677e-002 1.1425752e-002 0.0000000e+000 -3.1289732e-001
1.1919022e-002 1.1849510e-002 0.0000000e+000 -3.0720091e-001
1.2544253e-002 1.2292557e-002 0.0000000e+000 -3.0344370e-001
1.3198683e-002 1.2755753e-002 0.0000000e+000 -3.0178782e-001
1.3883688e-002 1.3239997e-002 0.0000000e+000 -3.0234975e-001
1.4602195e-002 1.3744111e-002 0.0000000e+000 -3.0513105e-001
1.5358077e-002 1.4265648e-002 0.0000000e+000 -3.0869153e-001
1.6153419e-002 1.4804798e-002 0.0000000e+000 -3.1140989e-001
1.6990272e-002 1.5361918e-002 0.0000000e+000 -3.1275567e-001
1.7868711e-002 1.5940540e-002 0.0000000e+000 -3.1365287e-001
1.8790092e-002 1.6542474e-002 0.0000000e+000 -3.1603280e-001
1.9756716e-002 1.7168289e-002 0.0000000e+000 -3.2167101e-001
2.0774942e-002 1.7812353e-002 0.0000000e+000 -3.2959151e-001
2.1849748e-002 1.8471060e-002 0.0000000e+000 -3.3573341e-001
2.2983802e-002 1.9144535e-002 0.0000000e+000 -3.3695328e-001
2.4176231e-002 1.9839209e-002 0.0000000e+000 -3.3530211e-001
2.5429368e-002 2.0556500e-002 0.0000000e+000 -3.3697218e-001
2.6751295e-002 2.1287803e-002 0.0000000e+000 -3.4313136e-001
2.8149990e-002 2.2024099e-002 0.0000000e+000 -3.4626842e-001
2.9626571e-002 2.2769041e-002 0.0000000e+000 -3.4068060e-001
3.1179968e-002 2.3531467e-002 0.0000000e+000 -3.3328107e-001
3.2818776e-002 2.4300976e-002 0.0000000e+000 -3.3159056e-001
3.4554448e-002 2.5059763e-002 0.0000000e+000 -3.2674569e-001
3.6385428e-002 2.5818674e-002 0.0000000e+000 -3.1171995e-001
3.8312893e-002 2.6583744e-002 0.0000000e+000 -2.9722154e-001
4.0351838e-002 2.7325563e-002 0.0000000e+000 -2.8379661e-001
4.2504504e-002 2.8046619e-002 0.0000000e+000 -2.6081890e-001
